,index,smiles,comp.ID,CAS-RN,formula,mass,name,line,phases
87010,87011,CCCCCCCCCCCCOC(=O)C1=C(C(=O)OCCCCCCCCCCCC)N=C2C(=N1)C1=NC(C(=O)OCCCCCCCCCCCC)=C(C(=O)OCCCCCCCCCCCC)N=C1C1=NC(C(=O)OCCCCCCCCCCCC)=C(C(=O)OCCCCCCCCCCCC)N=C21,68057.0,,C90H150N6O12,1508.187,,R992-COO-C12H25,Cr 50 D 59 is
87013,87014,CCCCCCOC1=C(OCCCCCC)C=C(N2C(=O)C3=C(N=C4C(=N3)C3=NC5=C(N=C3C3=NC6=C(N=C43)C(=O)N(C3=CC(OCCCCCC)=C(OCCCCCC)C=C3)C6=O)C(=O)N(C3=CC(OCCCCCC)=C(OCCCCCC)C=C3)C5=O)C2=O)C=C1,112787.0,,C72H87N9O12,1270.514,,C6H13-O-1/2Ph4-R2001,Cr 147 D 194 is
87017,87018,COC(=O)C1=CC(C(=O)OC)=C2C=CC3=C(C(=O)OC)C=C(C(=O)OC)C4=C3C2=C1/C=C\4,111332.0,,C24H18O8,434.395,,R1928-COO-CH3,Cr 266 D 262 is
87018,87019,CCOC(=O)C1=CC(C(=O)OCC)=C2C=CC3=C(C(=O)OCC)C=C(C(=O)OCC)C4=C3C2=C1/C=C\4,111327.0,,C28H26O8,490.501,,R1928-COO-C2H5,Cr 189.8 D 203.7 is
87025,87026,CCCCCCCOC(C)C(=O)OC1=CC(OC(=O)C(C)OCCCCCCC)=C2C=CC3=C(OC(=O)C(C)OCCCCCCC)C=C(OC(=O)C(C)OCCCCCCC)C4=C3C2=C1/C=C\4,74673.0,,C56H82O12,947.243,"2-Heptyloxy-propionicacid3,6,8-tris-(2-heptyloxy-propionyloxy)-pyren-1-ylester",R1928-OOC-CHMe-O-C7H15,Cr 47 D 39 is
87033,87034,CCCCCCCCCCOC1=C(OCCCCCCCCCC)C=C(NC2=NC(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)=NC(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)=N2)C=C1,74524.0,182615-08-3,C81H138N6O6,1291.999,"N,N',N''-Tris-(3,4-bis-decyloxy-phenyl)-[1,3,5]triazine-2,4,6-triamine",C10H21-O-1/2Ph4-NH-R995,Cr 70.4 D 154.6 is
87034,87035,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C=C(NC2=NC(NC3=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C3)=NC(NC3=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C3)=N2)C=C1,77985.0,182615-09-4,C93H162N6O6,1460.318,,C12H25-O-1/2Ph4-NH-R995,Cr 54.4 D 90.8 is
87035,87036,CCCCCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCCCCC)C=C(NC2=NC(NC3=CC(OCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCC)C=C3)=NC(NC3=CC(OCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCC)C=C3)=N2)C=C1,77986.0,182615-10-7,C117H210N6O6,1796.956,,C16H33-O-1/2Ph4-NH-R995,Cr 64.8 D 76.9 is
87045,87046,CCCCCCCCCCCCOC1=CC=C(NC2=N(~[H]OC(=O)C3=CC=C(OCCCCCCCC)C=C3)C(NC3=CC=C(OCCCCCCCCCCCC)C=C3)=N(~[H]OC(=O)C3=CC=C(OCCCCCCCC)C=C3)C(NC3=CC=C(OCCCCCCCCCCCC)C=C3)=N2~[H]OC(=O)C2=CC=C(OCCCCCCCC)C=C2)C=C1,79476.0,,C102H156N6O12,1658.363,,C8H17-O-Ph-COO-R1870-NH-Ph-O-C12H25,Cr 35.9 D 80.4 is
87046,87047,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C=C(C(=O)O[H]~N2=C(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)N(~[H]OC(=O)C3=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C3)=C(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)N(~[H]OC(=O)C3=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C3)=C2NC2=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C2)C=C1,74528.0,,C174H300N6O18,2764.273,,C12H25-O-1/2Ph4-COO-R1870-NH-4Ph1/2-O-C10H21,Cr 62.2 D 88.7 is
87047,87048,CCCCCCCCCCOC1=CC(OCCCCCCCCCC)=CC(C(=O)O[H]~N2=C(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)N(~[H]OC(=O)C3=CC(OCCCCCCCCCC)=CC(OCCCCCCCCCC)=C3)=C(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)N(~[H]OC(=O)C3=CC(OCCCCCCCCCC)=CC(OCCCCCCCCCC)=C3)=C2NC2=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C2)=C1,74525.0,,C162H276N6O18,2595.954,,C10H21-O-3/5Ph1-COO-R1870-NH-4Ph1/2-O-C10H21,Cr 32.4 D 68.4 is
87048,87049,CCCCCCCCCCCCOC1=CC(OCCCCCCCCCCCC)=CC(C(=O)O[H]~N2=C(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)N(~[H]OC(=O)C3=CC(OCCCCCCCCCCCC)=CC(OCCCCCCCCCCCC)=C3)=C(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)N(~[H]OC(=O)C3=CC(OCCCCCCCCCCCC)=CC(OCCCCCCCCCCCC)=C3)=C2NC2=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C2)=C1,74526.0,,C174H300N6O18,2764.273,,C12H25-O-3/5Ph1-COO-R1870-NH-4Ph1/2-O-C10H21,Cr 34.5 D 75.1 is
87049,87050,CCCCCCCCCCCCCCCCOC1=CC(OCCCCCCCCCCCCCCCC)=CC(C(=O)O[H]~N2=C(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)N(~[H]OC(=O)C3=CC(OCCCCCCCCCCCCCCCC)=CC(OCCCCCCCCCCCCCCCC)=C3)=C(NC3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3)N(~[H]OC(=O)C3=CC(OCCCCCCCCCCCCCCCC)=CC(OCCCCCCCCCCCCCCCC)=C3)=C2NC2=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C2)=C1,74527.0,,C198H348N6O18,3100.911,,C16H33-O-3/5Ph1-COO-R1870-NH-4Ph1/2-O-C10H21,Cr 18.7 D 73.6 is
87051,87052,CCCCCC(=O)OC1=CC=C(C2=C(C3=CC=C(OC(=O)CCCCC)C=C3)C3=C(O2)C2=C(/O\C(C4=CC=C(OC(=O)CCCCC)C=C4)=C/2C2=CC=C(OC(=O)CCCCC)C=C2)C2=C3OC(C3=CC=C(OC(=O)CCCCC)C=C3)=C2C2=CC=C(OC(=O)CCCCC)C=C2)C=C1,56437.0,,C84H90O15,1339.604,,R996-Ph-OOC-C5H11,Cr 186 D 244 is
87052,87053,CCCCCCC(=O)OC1=CC=C(C2=C(C3=CC=C(OC(=O)CCCCCC)C=C3)C3=C(O2)C2=C(/O\C(C4=CC=C(OC(=O)CCCCCC)C=C4)=C/2C2=CC=C(OC(=O)CCCCCC)C=C2)C2=C3OC(C3=CC=C(OC(=O)CCCCCC)C=C3)=C2C2=CC=C(OC(=O)CCCCCC)C=C2)C=C1,56438.0,,C90H102O15,1423.764,,R996-Ph-OOC-C6H13,Cr 134 D 177 is
87053,87054,CCCCCCCC(=O)OC1=CC=C(C2=C(C3=CC=C(OC(=O)CCCCCCC)C=C3)C3=C(O2)C2=C(/O\C(C4=CC=C(OC(=O)CCCCCCC)C=C4)=C/2C2=CC=C(OC(=O)CCCCCCC)C=C2)C2=C3OC(C3=CC=C(OC(=O)CCCCCCC)C=C3)=C2C2=CC=C(OC(=O)CCCCCCC)C=C2)C=C1,56439.0,,C96H114O15,1507.923,,R996-Ph-OOC-C7H15,Cr 134 D 100 is
87054,87055,CCCCCCCCC(=O)OC1=CC=C(C2=C(C3=CC=C(OC(=O)CCCCCCCC)C=C3)C3=C(O2)C2=C(/O\C(C4=CC=C(OC(=O)CCCCCCCC)C=C4)=C/2C2=CC=C(OC(=O)CCCCCCCC)C=C2)C2=C3OC(C3=CC=C(OC(=O)CCCCCCCC)C=C3)=C2C2=CC=C(OC(=O)CCCCCCCC)C=C2)C=C1,56440.0,,C102H126O15,1592.083,,R996-Ph-OOC-C8H17,Cr 107 D 95 is
87063,87064,CCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCC)C1=C(C2)/C2=C(CC3=C2C=C(OCCCCCCCCC)C(OCCCCCCCCC)=C3)\C2=C/1CC1=C2C=C(OCCCCCCCCC)C(OCCCCCCCCC)=C1,56446.0,,C81H126O6,1195.864,"2,3,7,8,12,13-Hexakis-nonyloxy-10,15-dihydro-5H-diindeno[1,2-a;1',2'-c]fluorene",~a-Truxen6x-O-C9H19,Cr 67 D 274 is
87064,87065,CCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCC)C1=C(C2)/C2=C(CC3=C2C=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)\C2=C/1CC1=C2C=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C1,56447.0,,C87H138O6,1280.023,"2,3,7,8,12,13-Hexakis-decyloxy-10,15-dihydro-5H-diindeno[1,2-a;1',2'-c]fluorene",~a-Truxen6x-O-C10H21,Cr 67 D 260 is
87066,87067,CCCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCCC)C1=C(C2)/C2=C(CC3=C2C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C3)\C2=C/1CC1=C2C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C1,56449.0,,C99H162O6,1448.342,,~a-Truxen6x-O-C12H25,Cr 73 D 230 is
87068,87069,CCCCCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCCCCC)C1=C(C2)/C2=C(CC3=C2C=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C3)\C2=C/1CC1=C2C=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C1,56451.0,,C111H186O6,1616.661,,~a-Truxen6x-O-C14H29,Cr 75 D 205 is
87081,87082,[2H]C([2H])(CCCCCCCCCCCCCCCC)C(=O)OC1=CC2=C(C=C1OC(=O)C([2H])([2H])CCCCCCCCCCCCCCCC)C1=C(C2)/C2=C(CC3=C2C=C(OC(=O)C([2H])([2H])CCCCCCCCCCCCCCCC)C(OC(=O)C([2H])([2H])CCCCCCCCCCCCCCCC)=C3)\C2=C/1CC1=C2C=C(OC(=O)C([2H])([2H])CCCCCCCCCCCCCCCC)C(OC(=O)C([2H])([2H])CCCCCCCCCCCCCCCC)=C1,75362.0,,C135H210D12O12,2049.274,,~a-Truxen6x-OOC-CD2-C16H33,Cr 90 D 191 is
87104,87105,CCCCCCC(=O)OC1=CC2=C(C=C1OC(=O)CCCCCC)C1=C(S2)/C2=C(SC3=C2C=C(OC(=O)CCCCCC)C(OC(=O)CCCCCC)=C3)\C2=C/1SC1=C2C=C(OC(=O)CCCCCC)C(OC(=O)CCCCCC)=C1,56482.0,,C66H84O12S3,1165.561,"Heptanoicacid2,7,8,12,13-pentakis-heptanoyloxy-5,10,15-trithia-diindeno[1,2-a;1',2'-c]fluoren-3-ylester",~a-Trithia-truxen6x-OOC-C6H13,Cr 133 D 241 is
87131,87132,CCCOC1=CC2=C(C=C1OCCC)/C1=N/C3=C(/C=C(OCCC)\C(OCCC)=C/3)C3=N\C4=CC(OCCC)=C(OCCC)C=C4/C(=N/2)N1/3,59459.0,,C39H48N4O6,668.822,,R1010-O-C3H7,Cr 286 D 305.6 is
87132,87133,CCCCOC1=CC2=C(C=C1OCCCC)/C1=N/C3=C(/C=C(OCCCC)\C(OCCCC)=C/3)C3=N\C4=CC(OCCCC)=C(OCCCC)C=C4/C(=N/2)N1/3,59460.0,,C45H60N4O6,752.981,,R1010-O-C4H9,Cr 240.2 D 305.9 is
87133,87134,CCCCCOC1=CC2=C(C=C1OCCCCC)/C1=N/C3=C(/C=C(OCCCCC)\C(OCCCCC)=C/3)C3=N\C4=CC(OCCCCC)=C(OCCCCC)C=C4/C(=N/2)N1/3,59461.0,,C51H72N4O6,837.141,,R1010-O-C5H11,Cr 187.8 D 301 is
87134,87135,CCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCC)/C1=N/C3=C(/C=C(OCCCCCCCCC)\C(OCCCCCCCCC)=C/3)C3=N\C4=CC(OCCCCCCCCC)=C(OCCCCCCCCC)C=C4/C(=N/2)N1/3,59462.0,,C75H120N4O6,1173.779,,R1010-O-C9H19,Cr 79.6 D 237.1 is
87135,87136,CCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCC)/C1=N/C3=C(/C=C(OCCCCCCCCCCC)\C(OCCCCCCCCCCC)=C/3)C3=N\C4=CC(OCCCCCCCCCCC)=C(OCCCCCCCCCCC)C=C4/C(=N/2)N1/3,59463.0,,C87H144N4O6,1342.097,,R1010-O-C11H23,Cr 71.9 D 214.7 is
87136,87137,CCCCCCCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCCCCCCC)/C1=N/C3=C(/C=C(OCCCCCCCCCCCCCCCC)\C(OCCCCCCCCCCCCCCCC)=C/3)C3=N\C4=CC(OCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCC)C=C4/C(=N/2)N1/3,59464.0,,C117H204N4O6,1762.895,,R1010-O-C16H33,Cr 67.1 D 166.4 is
87137,87138,CCCSC1=CC2=C(C=C1SCCC)/C1=N/C3=C(/C=C(SCCC)\C(SCCC)=C/3)C3=N\C4=CC(SCCC)=C(SCCC)C=C4/C(=N/2)N1/3,56507.0,,C39H48N4S6,765.215,,R1010-S-C3H7,Cr 159.7 D 274.3 is
87138,87139,CCCCSC1=CC2=C(C=C1SCCCC)/C1=N/C3=C(/C=C(SCCCC)\C(SCCCC)=C/3)C3=N\C4=CC(SCCCC)=C(SCCCC)C=C4/C(=N/2)N1/3,56508.0,,C45H60N4S6,849.375,,R1010-S-C4H9,Cr 155.5 D 240.9 is
87139,87140,CCCCCSC1=CC2=C(C=C1SCCCCC)/C1=N/C3=C(/C=C(SCCCCC)\C(SCCCCC)=C/3)C3=N\C4=CC(SCCCCC)=C(SCCCCC)C=C4/C(=N/2)N1/3,56509.0,,C51H72N4S6,933.534,,R1010-S-C5H11,Cr 113.7 D 223.2 is
87140,87141,CCCCCCSC1=CC2=C(C=C1SCCCCCC)/C1=N/C3=C(/C=C(SCCCCCC)\C(SCCCCCC)=C/3)C3=N\C4=CC(SCCCCCC)=C(SCCCCCC)C=C4/C(=N/2)N1/3,56510.0,,C57H84N4S6,1017.694,,R1010-S-C6H13,Cr 94.8 D 213.5 is
87141,87142,CCCCCCCCSC1=CC2=C(C=C1SCCCCCCCC)/C1=N/C3=C(/C=C(SCCCCCCCC)\C(SCCCCCCCC)=C/3)C3=N\C4=CC(SCCCCCCCC)=C(SCCCCCCCC)C=C4/C(=N/2)N1/3,56511.0,,C69H108N4S6,1186.013,,R1010-S-C8H17,Cr 80.7 D 207.4 is
87142,87143,CCCCCCCCCCCCSC1=CC2=C(C=C1SCCCCCCCCCCCC)/C1=N/C3=C(/C=C(SCCCCCCCCCCCC)\C(SCCCCCCCCCCCC)=C/3)C3=N\C4=CC(SCCCCCCCCCCCC)=C(SCCCCCCCCCCCC)C=C4/C(=N/2)N1/3,56512.0,139557-41-8,C93H156N4S6,1522.651,,R1010-S-C12H25,Cr 53.9 D 170.3 is
87143,87144,CCCCCCCCCCCCCCCCSC1=CC2=C(C=C1SCCCCCCCCCCCCCCCC)/C1=N/C3=C(/C=C(SCCCCCCCCCCCCCCCC)\C(SCCCCCCCCCCCCCCCC)=C/3)C3=N\C4=CC(SCCCCCCCCCCCCCCCC)=C(SCCCCCCCCCCCCCCCC)C=C4/C(=N/2)N1/3,56513.0,139557-42-9,C117H204N4S6,1859.288,,R1010-S-C16H33,Cr 56.5 D 152 is
87144,87145,CCCCCCCCCCCCCCCCCCSC1=CC2=C(C=C1SCCCCCCCCCCCCCCCCCC)/C1=N/C3=C(/C=C(SCCCCCCCCCCCCCCCCCC)\C(SCCCCCCCCCCCCCCCCCC)=C/3)C3=N\C4=CC(SCCCCCCCCCCCCCCCCCC)=C(SCCCCCCCCCCCCCCCCCC)C=C4/C(=N/2)N1/3,56514.0,,C129H228N4S6,2027.607,,R1010-S-C18H37,Cr 92.2 D 143.7 is
87145,87146,COCCOCCOC1=CC2=C(C=C1OCCOCCOC)/C1=N/C3=C(/C=C(OCCOCCOC)\C(OCCOCCOC)=C/3)C3=N\C4=CC(OCCOCCOC)=C(OCCOCCOC)C=C4/C(=N/2)N1/3,111296.0,,C51H72N4O18,1029.133,,R1010-O-C2H4-O-C2H4-O-CH3,Cr 77 D 233 is
87148,87149,CCCCCCCCCCCCOC1=CC2=C(C3=CC=CC4=C3/C=C2/C=C/C2=C3/C=C(/C=C/C5=C6\C=C(\C=C\4)C4=C(C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C4)\C6=C\C=C/5)C4=C(C3=CC=C2)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C4)C(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,69547.0,,C156H246O9,2265.617,,C12H25-O-9xTris-vinyl-anthracene[A1]6x,Cr -4 D 266 is
87158,87159,CCCCOC1=CC2=C(C=C1OCCCC)C1=C3C(=CC(OCCCC)=C1OCCCC)C1=CC(OCCCC)=C(OCCCC)C=C1C1=C(OCCCC)C(OCCCC)=CC2=C13,74700.0,,C56H78O8,879.214,,R1738-O-C4H9,Cr 86.5 D 83.6 is
87160,87161,CCCCCCOC1=CC2=C(C=C1OCCCCCC)C1=C3C(=CC(OCCCCCC)=C1OCCCCCC)C1=CC(OCCCCCC)=C(OCCCCCC)C=C1C1=C(OCCCCCC)C(OCCCCCC)=CC2=C13,74702.0,,C72H110O8,1103.639,,R1738-O-C6H13,Cr 55.2 D 89.6 is
87161,87162,CCCCCCCOC1=CC2=C(C=C1OCCCCCCC)C1=C3C(=CC(OCCCCCCC)=C1OCCCCCCC)C1=CC(OCCCCCCC)=C(OCCCCCCC)C=C1C1=C(OCCCCCCC)C(OCCCCCCC)=CC2=C13,74543.0,,C80H126O8,1215.852,,R1738-O-C7H15,Cr 47 D 107 is
87162,87163,CCCCCCCCOC1=CC2=C(C=C1OCCCCCCCC)C1=C3C(=CC(OCCCCCCCC)=C1OCCCCCCCC)C1=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C1C1=C(OCCCCCCCC)C(OCCCCCCCC)=CC2=C13,74704.0,,C88H142O8,1328.064,,R1738-O-C8H17,Cr 38.3 D 103.7 is
87163,87164,CCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCC)C1=C3C(=CC(OCCCCCCCCCC)=C1OCCCCCCCCCC)C1=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C1C1=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=CC2=C13,74544.0,,C104H174O8,1552.49,,R1738-O-C10H21,Cr 42 D 105 is
87164,87165,CCCCCOC(C)C(=O)OC1=CC2=C(C=C1OC(=O)C(C)OCCCCC)C1=C3C(=CC(OC(=O)C(C)OCCCCC)=C1OC(=O)C(C)OCCCCC)C1=CC(OC(=O)C(C)OCCCCC)=C(OC(=O)C(C)OCCCCC)C=C1C1=C(OC(=O)C(C)OCCCCC)C(OC(=O)C(C)OCCCCC)=CC2=C13,74672.0,,C88H126O24,1567.928,,R1738-OOC-CHMe-O-C5H11,Cr 76 D 110 is
87165,87166,CCCCCCCOC(C)C(=O)OC1=CC2=C(C=C1OC(=O)C(C)OCCCCCCC)C1=C3C(=CC(OC(=O)C(C)OCCCCCCC)=C1OC(=O)C(C)OCCCCCCC)C1=CC(OC(=O)C(C)OCCCCCCC)=C(OC(=O)C(C)OCCCCCCC)C=C1C1=C(OC(=O)C(C)OCCCCCCC)C(OC(=O)C(C)OCCCCCCC)=CC2=C13,74362.0,,C104H158O24,1792.353,,R1738-OOC-CHMe-O-C7H15,Cr 84 D 125 is
87174,87175,CCCCCCCC(=O)OC1=C(OC(=O)CCCCCCC)C2=C(C(=O)C3=C(C2=O)/C(OC(=O)CCCCCCC)=C(OC(=O)CCCCCCC)\C(OC(=O)CCCCCCC)=C/3OC(=O)CCCCCCC)C(OC(=O)CCCCCCC)=C1OC(=O)CCCCCCC,64897.0,,C78H120O18,1345.777,"Octanoicacid2,3,4,5,6,7,8-heptakis-octanoyloxy-9,10-dioxo-9,10-dihydro-anthracen-1-ylester",R1014-OOC-C7H15,Cr 85.5 D 150.1 is
87175,87176,CCCCCCCCC(=O)OC1=C(OC(=O)CCCCCCCC)C2=C(C(=O)C3=C(C2=O)/C(OC(=O)CCCCCCCC)=C(OC(=O)CCCCCCCC)\C(OC(=O)CCCCCCCC)=C/3OC(=O)CCCCCCCC)C(OC(=O)CCCCCCCC)=C1OC(=O)CCCCCCCC,64898.0,,C86H136O18,1457.989,,R1014-OOC-C8H17,Cr 86.5 D 148 is
87176,87177,CCCCCCCCCC(=O)OC1=C(OC(=O)CCCCCCCCC)C2=C(C(=O)C3=C(C2=O)/C(OC(=O)CCCCCCCCC)=C(OC(=O)CCCCCCCCC)\C(OC(=O)CCCCCCCCC)=C/3OC(=O)CCCCCCCCC)C(OC(=O)CCCCCCCCC)=C1OC(=O)CCCCCCCCC,64899.0,,C94H152O18,1570.202,,R1014-OOC-C9H19,Cr 98.7 D 147.2 is
87177,87178,CCCCCCCCCCC(=O)OC1=C(OC(=O)CCCCCCCCCC)C2=C(C(=O)C3=C(C2=O)/C(OC(=O)CCCCCCCCCC)=C(OC(=O)CCCCCCCCCC)\C(OC(=O)CCCCCCCCCC)=C/3OC(=O)CCCCCCCCCC)C(OC(=O)CCCCCCCCCC)=C1OC(=O)CCCCCCCCCC,64900.0,,C102H168O18,1682.415,,R1014-OOC-C10H21,Cr 102 D 143.4 is
87178,87179,CCCCCCCCCCCC(=O)OC1=C(OC(=O)CCCCCCCCCCC)C2=C(C(=O)C3=C(C2=O)/C(OC(=O)CCCCCCCCCCC)=C(OC(=O)CCCCCCCCCCC)\C(OC(=O)CCCCCCCCCCC)=C/3OC(=O)CCCCCCCCCCC)C(OC(=O)CCCCCCCCCCC)=C1OC(=O)CCCCCCCCCCC,64901.0,,C110H184O18,1794.627,,R1014-OOC-C11H23,Cr 101 D 140.1 is
87179,87180,CCCCCCCCCCCCC(=O)OC1=C(OC(=O)CCCCCCCCCCCC)C2=C(C(=O)C3=C(C2=O)/C(OC(=O)CCCCCCCCCCCC)=C(OC(=O)CCCCCCCCCCCC)\C(OC(=O)CCCCCCCCCCCC)=C/3OC(=O)CCCCCCCCCCCC)C(OC(=O)CCCCCCCCCCCC)=C1OC(=O)CCCCCCCCCCCC,64902.0,,C118H200O18,1906.84,,R1014-OOC-C12H25,Cr 99.2 D 138 is
87180,87181,CCCCCCCCCCCCCC(=O)OC1=C(OC(=O)CCCCCCCCCCCCC)C2=C(C(=O)C3=C(C2=O)/C(OC(=O)CCCCCCCCCCCCC)=C(OC(=O)CCCCCCCCCCCCC)\C(OC(=O)CCCCCCCCCCCCC)=C/3OC(=O)CCCCCCCCCCCCC)C(OC(=O)CCCCCCCCCCCCC)=C1OC(=O)CCCCCCCCCCCCC,64903.0,,C126H216O18,2019.052,,R1014-OOC-C13H27,Cr 104 D 135.9 is
87181,87182,CCCCCCCCCCCCCCC(=O)OC1=C(OC(=O)CCCCCCCCCCCCCC)C2=C(C(=O)C3=C(C2=O)/C(OC(=O)CCCCCCCCCCCCCC)=C(OC(=O)CCCCCCCCCCCCCC)\C(OC(=O)CCCCCCCCCCCCCC)=C/3OC(=O)CCCCCCCCCCCCCC)C(OC(=O)CCCCCCCCCCCCCC)=C1OC(=O)CCCCCCCCCCCCCC,64904.0,,C134H232O18,2131.265,,R1014-OOC-C14H29,Cr 102.5 D 132.3 is
87182,87183,CCCCCCCCCCCCCCCC(=O)OC1=C(OC(=O)CCCCCCCCCCCCCCC)C2=C(C(=O)C3=C(C2=O)/C(OC(=O)CCCCCCCCCCCCCCC)=C(OC(=O)CCCCCCCCCCCCCCC)\C(OC(=O)CCCCCCCCCCCCCCC)=C/3OC(=O)CCCCCCCCCCCCCCC)C(OC(=O)CCCCCCCCCCCCCCC)=C1OC(=O)CCCCCCCCCCCCCCC,64905.0,,C142H248O18,2243.478,,R1014-OOC-C15H31,Cr 107.3 D 131.1 is
87186,87187,CCCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCCC)=C(OCCCC)\C(OCCCC)=C/3)C(OCCCC)=C1OCCCC,56521.0,,C38H56O8,640.846,"1,2,3,5,6,7-Hexabutoxy-anthracene-9,10-dione",R1016-O-C4H9,Cr 105 D 131 is
87187,87188,CCCCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCCCC)=C(OCCCCC)\C(OCCCCC)=C/3)C(OCCCCC)=C1OCCCCC,56522.0,,C44H68O8,725.006,"1,2,3,5,6,7-Hexakis-pentyloxy-anthracene-9,10-dione",R1016-O-C5H11,Cr 83 D 117 is
87188,87189,CCCCCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCCCCC)=C(OCCCCCC)\C(OCCCCCC)=C/3)C(OCCCCCC)=C1OCCCCCC,56523.0,,C50H80O8,809.165,"1,2,3,5,6,7-Hexakis-hexyloxy-anthracene-9,10-dione",R1016-O-C6H13,Cr 53 D 105 is
87189,87190,CCCCCCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCCCCCC)=C(OCCCCCCC)\C(OCCCCCCC)=C/3)C(OCCCCCCC)=C1OCCCCCCC,56524.0,,C56H92O8,893.325,"1,2,3,5,6,7-Hexakis-heptyloxy-anthracene-9,10-dione",R1016-O-C7H15,Cr 49 D 102 is
87190,87191,CCCCCCCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCCCCCCC)=C(OCCCCCCCC)\C(OCCCCCCCC)=C/3)C(OCCCCCCCC)=C1OCCCCCCCC,56525.0,,C62H104O8,977.484,"1,2,3,5,6,7-Hexakis-octyloxy-anthracene-9,10-dione",R1016-O-C8H17,Cr 37 D 96 is
87191,87192,CCCCCCCCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCCCCCCCC)=C(OCCCCCCCCC)\C(OCCCCCCCCC)=C/3)C(OCCCCCCCCC)=C1OCCCCCCCCC,56526.0,,C68H116O8,1061.644,"1,2,3,5,6,7-Hexakis-nonyloxy-anthracene-9,10-dione",R1016-O-C9H19,Cr 32 D 92 is
87192,87193,CCCCCCCCCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCCCCCCCCC)=C(OCCCCCCCCCC)\C(OCCCCCCCCCC)=C/3)C(OCCCCCCCCCC)=C1OCCCCCCCCCC,56527.0,,C74H128O8,1145.803,"1,2,3,5,6,7-Hexakis-decyloxy-anthracene-9,10-dione",R1016-O-C10H21,Cr 48 D 87 is
