,index,smiles,comp.ID,CAS-RN,formula,mass,name,line,phases
77163,77164,CCCCCCCCCCCCOC1=CC(C(=O)OC2=CC=C(/C=N/C3=CC=C(C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,58999.0,,C112H172N2O10,1706.572,,C12H25-O-1/2/6Ph4-COO-Ph-CH=N-Ph-Ph-N=CH-Ph-OOC-4Ph1/2/6-O-C12H25,Cr 72 D 140 is
77164,77165,CCCCCCCCCCCCCCOC1=CC(C(=O)OC2=CC=C(/C=N/C3=CC=C(C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=CC(OCCCCCCCCCCCCCC)=C1OCCCCCCCCCCCCCC,59000.0,,C124H196N2O10,1874.89,,C14H29-O-1/2/6Ph4-COO-Ph-CH=N-Ph-Ph-N=CH-Ph-OOC-4Ph1/2/6-O-C14H29,Cr 80 D 137 is
77166,77167,CCCCOC1=CC(C(=O)OC2=CC=C(OC(=O)C3=CN=C(C4=NC=C(C(=O)OC5=CC=C(OC(=O)C6=CC(OCCCC)=C(OCCCC)C(OCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=CC(OCCCC)=C1OCCCC,75207.0,,C62H72N2O14,1069.24,,C4H9-O-1/2/6Ph4-COO-Ph-OOC-5Py2-2Py5-COO-Ph-OOC-4Ph1/2/6-O-C4H9,Cr 143 D 176 is
77167,77168,CCCCCCCCOC1=CC(C(=O)OC2=CC=C(OC(=O)C3=CN=C(C4=NC=C(C(=O)OC5=CC=C(OC(=O)C6=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,75208.0,,C86H120N2O14,1405.878,,C8H17-O-1/2/6Ph4-COO-Ph-OOC-5Py2-2Py5-COO-Ph-OOC-4Ph1/2/6-O-C8H17,Cr 85 D 157 D 165 is
77168,77169,CCCCCCCCCCCCOC1=CC(C(=O)OC2=CC=C(OC(=O)C3=CN=C(C4=NC=C(C(=O)OC5=CC=C(OC(=O)C6=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,75209.0,,C110H168N2O14,1742.516,,C12H25-O-1/2/6Ph4-COO-Ph-OOC-5Py2-2Py5-COO-Ph-OOC-4Ph1/2/6-O-C12H25,Cr 54 D 142 D 151 is
77205,77206,CCCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(CCC4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC=C(C=C(C(=O)OCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCCC,58965.0,,C98H132N2O12,1530.103,,C12H25-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-C2H4-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C12H25,Cr 95 C 117 Dob 154 C 187 N 209 is
77206,77207,CCCCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(CCC4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC=C(C=C(C(=O)OCCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCCCC,58966.0,,C102H140N2O12,1586.209,,C13H27-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-C2H4-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C13H27,Cr 102 Dob 175 C 184 is
77207,77208,CCCCCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(CCC4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC=C(C=C(C(=O)OCCCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCCCCC,58967.0,,C106H148N2O12,1642.316,,C14H29-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-C2H4-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C14H29,Cr 101 Dob 180 C ? is
77208,77209,CCCCCCCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(CCC4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC=C(C=C(C(=O)OCCCCCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCCCCCCC,58968.0,,C114H164N2O12,1754.528,,C16H33-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-C2H4-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C16H33,Cr 104 Dob 178 is
77222,77223,CCCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(OC4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC=C(C=C(C(=O)OCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCCC,59019.0,,C96H128N2O13,1518.049,,C12H25-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-O-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C12H25,Cr 111 D 93 C 98 is
77231,77232,CCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(NC(=O)C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC=C(C=C(C(=O)OCCCCCCCCCC)C(=O)OCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCC,58976.0,,C89H113N3O13,1432.862,,C10H21-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-CONH-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C10H21,Cr 135 C 185 cub 210 D 247 is
77232,77233,CCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(NC(=O)C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC=C(C=C(C(=O)OCCCCCCCCCCC)C(=O)OCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCC,58977.0,,C93H121N3O13,1488.968,,C11H23-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-CONH-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C11H23,Cr 133 C 165 Dob 181 Dh 188 X 243 is
77233,77234,CCCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(NC(=O)C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC=C(C=C(C(=O)OCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCCC,58978.0,,C97H129N3O13,1545.074,,C12H25-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-CONH-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C12H25,Cr 126 D 189 Dh 237 is
77385,77386,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(OC(=O)C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,63933.0,,C89H124N2O10,1381.944,,C12H25-O-1/2Ph4-COO-Ph-CH=N-Ph-COO-Ph-N=CH-Ph-OOC-4Ph1/2-O-C12H25,Cr ? D ? un
77387,77388,CCCCCCCCCCOC1=C(OCCCCCCCCCC)C=C(CCC(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)CCC6=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,51501.0,,C85H116N2O10,1325.838,"4-{4-[3-(3,4-Bis-decyloxy-phenyl)-propionyloxy]-phenylimino-methyl}-benzoicacid4-{4-[3-(3,4-bis-decyloxy-phenyl)-propionyloxy]-phenylimino-methyl}-phenylester",C10H21-O-1/2Ph4-C2H4-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-C2H4-4Ph1/2-O-C10H21,Cr 93 C 128 Dob 143 D 148 cub 207 is
77388,77389,CCCCCCCCCCCOC1=C(OCCCCCCCCCCC)C=C(CCC(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)CCC6=CC(OCCCCCCCCCCC)=C(OCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,59031.0,,C89H124N2O10,1381.944,,C11H23-O-1/2Ph4-C2H4-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-C2H4-4Ph1/2-O-C11H23,Cr 101.5 Dob 137 X 183 D 197 Dh 204 is
77389,77390,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C=C(CCC(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)CCC6=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,51502.0,,C93H132N2O10,1438.051,,C12H25-O-1/2Ph4-C2H4-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-C2H4-4Ph1/2-O-C12H25,Cr 99 D 130 Dh 201 is
77390,77391,CCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCC)C=C(CCC(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)CCC6=CC(OCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,59032.0,,C97H140N2O10,1494.157,,C13H27-O-1/2Ph4-C2H4-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-C2H4-4Ph1/2-O-C13H27,Cr 100 D 117 Dh 195 is
77391,77392,CCCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCCC)C=C(CCC(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)CCC6=CC(OCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,51503.0,,C101H148N2O10,1550.263,,C14H29-O-1/2Ph4-C2H4-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-C2H4-4Ph1/2-O-C14H29,Cr 98 Dh 191 is
77395,77396,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C=C(/C=C/C(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)/C=C/C6=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,51504.0,,C93H128N2O10,1434.019,,C12H25-O-1/2Ph4-CH=CH-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-CH=CH-4Ph1/2-O-C12H25,Cr 126 C 172 Dob 238 Dh 258 is
77396,77397,CCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCC)C=C(/C=C/C(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)/C=C/C6=CC(OCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,59025.0,,C97H136N2O10,1490.125,,C13H27-O-1/2Ph4-CH=CH-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-CH=CH-4Ph1/2-O-C13H27,Cr 127 C 155 Dob 237 Dh 257 is
77397,77398,CCCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCCC)C=C(/C=C/C(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)/C=C/C6=CC(OCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1,59026.0,,C101H144N2O10,1546.231,,C14H29-O-1/2Ph4-CH=CH-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-CH=CH-4Ph1/2-O-C14H29,Cr 116 C 175 Dob 224 is
77399,77400,CCCCCCCCCOC1=CC(OCCCCCCCCC)=CC(C(=O)OC2=CC=C(/C=N/C3=CC=C(OC(=O)C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCC)=CC(OCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=C1,63930.0,,C77H100N2O10,1213.625,,C9H19-O-3/5Ph1-COO-Ph-CH=N-Ph-COO-Ph-N=CH-Ph-OOC-1Ph3/5-O-C9H19,Cr ? D ? un
77400,77401,CCCCCCCCCCOC1=CC(OCCCCCCCCCC)=CC(C(=O)OC2=CC=C(/C=N/C3=CC=C(OC(=O)C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCC)=CC(OCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=C1,63931.0,,C81H108N2O10,1269.732,,C10H21-O-3/5Ph1-COO-Ph-CH=N-Ph-COO-Ph-N=CH-Ph-OOC-1Ph3/5-O-C10H21,Cr ? D ? un
77401,77402,CCCCCCCCCCCCOC1=CC(OCCCCCCCCCCCC)=CC(C(=O)OC2=CC=C(/C=N/C3=CC=C(OC(=O)C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCCCC)=CC(OCCCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=C1,63932.0,,C89H124N2O10,1381.944,,C12H25-O-3/5Ph1-COO-Ph-CH=N-Ph-COO-Ph-N=CH-Ph-OOC-1Ph3/5-O-C12H25,Cr ? D ? un
77402,77403,CCCCCCCOC1=CC(OCCCCCCC)=CC(C(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)C6=CC(OCCCCCCC)=CC(OCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=C1,51505.0,,C69H84N2O10,1101.413,,C7H15-O-3/5Ph1-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-1Ph3/5-O-C7H15,Cr 110 Dh 104 is
77403,77404,CCCCCCCCOC1=CC(OCCCCCCCC)=CC(C(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)C6=CC(OCCCCCCCC)=CC(OCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=C1,58842.0,,C73H92N2O10,1157.519,,C8H17-O-3/5Ph1-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-1Ph3/5-O-C8H17,Cr 96 Dh 112 is
77404,77405,CCCCCCCCCOC1=CC(OCCCCCCCCC)=CC(C(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCC)=CC(OCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=C1,51506.0,,C77H100N2O10,1213.625,,C9H19-O-3/5Ph1-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-1Ph3/5-O-C9H19,Cr 96 Dh 112 is
77405,77406,CCCCCCCCCCOC1=CC(OCCCCCCCCCC)=CC(C(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCC)=CC(OCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=C1,51507.0,,C81H108N2O10,1269.732,,C10H21-O-3/5Ph1-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-1Ph3/5-O-C10H21,Cr 76 Dh 116 is
77406,77407,CCCCCCCCCCCOC1=CC(OCCCCCCCCCCC)=CC(C(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCCC)=CC(OCCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=C1,58841.0,,C85H116N2O10,1325.838,,C11H23-O-3/5Ph1-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-1Ph3/5-O-C11H23,Cr 68 Dh 116 is
77407,77408,CCCCCCCCCCCCOC1=CC(OCCCCCCCCCCCC)=CC(C(=O)OC2=CC=C(/N=C/C3=CC=C(OC(=O)C4=CC=C(/C=N/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCCCC)=CC(OCCCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=C1,51508.0,,C89H124N2O10,1381.944,,C12H25-O-3/5Ph1-COO-Ph-N=CH-Ph-COO-Ph-CH=N-Ph-OOC-1Ph3/5-O-C12H25,Cr 68 Dh 116 is
77440,77441,CCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(C4=CC=C(C5=CC=C(/N=C/C6=CC=C(OC(=O)C7=CC=C(C=C(C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C=C7)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCC,58969.0,,C86H100N2O12,1353.72,,C8H17-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-Ph-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C8H17,Cr 128 Dob 197 Dh 329 D 359 is
77441,77442,CCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(C4=CC=C(C5=CC=C(/N=C/C6=CC=C(OC(=O)C7=CC=C(C=C(C(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC)C=C7)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCC,58970.0,,C90H108N2O12,1409.827,,C9H19-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-Ph-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C9H19,Cr 126 Dob 202 Dh 303 D 352 is
77442,77443,CCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(C4=CC=C(C5=CC=C(/N=C/C6=CC=C(OC(=O)C7=CC=C(C=C(C(=O)OCCCCCCCCCC)C(=O)OCCCCCCCCCC)C=C7)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCC,58971.0,,C94H116N2O12,1465.933,,C10H21-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-Ph-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C10H21,Cr 130 Dob 208 Dh 271 D 345 is
77443,77444,CCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(C4=CC=C(C5=CC=C(/N=C/C6=CC=C(OC(=O)C7=CC=C(C=C(C(=O)OCCCCCCCCCCC)C(=O)OCCCCCCCCCCC)C=C7)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCC,58972.0,,C98H124N2O12,1522.039,,C11H23-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-Ph-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C11H23,Cr 128 Dob 214 Dh 328 is
77444,77445,CCCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(C4=CC=C(C5=CC=C(/N=C/C6=CC=C(OC(=O)C7=CC=C(C=C(C(=O)OCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCC)C=C7)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCCC,58973.0,,C102H132N2O12,1578.146,,C12H25-OOC)C=CH-Ph-COO-Ph-CH=N-Ph-Ph-Ph-N=CH-Ph-OOC-Ph-CH=C(COO-C12H25,Cr 124 Dob 209 Dh 314 is
77540,77541,CCCCCCCCCCCCOC1=CC(C(=O)OC2=CC=C(C(=O)OC3=CC=C(/C4=C5\C=C/C6=C/C7=N8/C(=C(/C9=CC=C(OC(=O)C%10=CC=C(OC(=O)C%11=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C%11)C=C%10)C=C9)C9=CC=C%10/C=C%11/C=CC4=N%11~[Zn]~8(N%109)N65)C=C7)C=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,69353.0,,C132H180N4O14Zn1,2112.269,,C12H25-O-1/2/6Ph4-COO-Ph-COO-Ph-R633-Ph-OOC-Ph-OOC-4Ph1/2/6-O-C12H25,Cr' 107 Cr 188 D 288 is
77568,77569,CCCCCCCOC1=C(OCCCCCCC)C=C2C(=C1)C1=CC(OC)=C(OCC(COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCC)=C(OCCCCCCC)C=C3C3=CC(OCCCCCCC)=C(OCCCCCCC)C=C43)(COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCC)=C(OCCCCCCC)C=C3C3=CC(OCCCCCCC)=C(OCCCCCCC)C=C43)COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCC)=C(OCCCCCCC)C=C3C3=CC(OCCCCCCC)=C(OCCCCCCC)C=C43)C=C1C1=CC(OCCCCCCC)=C(OCCCCCCC)C=C12,75133.0,,C193H284O24,2988.306,,Pentaerythrit-(tetra)-C-O-1x(MeO)TriPh4x-O-C7H15,Tg -40 Dh 80 is
77569,77570,CCCCCCCCOC1=C(OCCCCCCCC)C=C2C(=C1)C1=CC(OC)=C(OCC(COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C3C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C43)(COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C3C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C43)COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C3C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C43)C=C1C1=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C12,75134.0,,C209H316O24,3212.731,,Pentaerythrit-(tetra)-C-O-1x(MeO)TriPh4x-O-C8H17,Cr -59 Dh 79 is
77570,77571,CCCCCCCCCOC1=C(OCCCCCCCCC)C=C2C(=C1)C1=CC(OC)=C(OCC(COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCCCC)=C(OCCCCCCCCC)C=C3C3=CC(OCCCCCCCCC)=C(OCCCCCCCCC)C=C43)(COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCCCC)=C(OCCCCCCCCC)C=C3C3=CC(OCCCCCCCCC)=C(OCCCCCCCCC)C=C43)COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCCCC)=C(OCCCCCCCCC)C=C3C3=CC(OCCCCCCCCC)=C(OCCCCCCCCC)C=C43)C=C1C1=CC(OCCCCCCCCC)=C(OCCCCCCCCC)C=C12,75135.0,,C225H348O24,3437.156,,Pentaerythrit-(tetra)-C-O-1x(MeO)TriPh4x-O-C9H19,Cr -69 Dh 59 is
77571,77572,CCCCCCCCCCOC1=C(OCCCCCCCCCC)C=C2C(=C1)C1=CC(OC)=C(OCC(COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C43)(COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C43)COC3=C(OC)C=C4C(=C3)C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C3C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C43)C=C1C1=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C12,75136.0,,C241H380O24,3661.582,,Pentaerythrit-(tetra)-C-O-1x(MeO)TriPh4x-O-C10H21,Cr -61 Dh 58 is
77572,77573,CCCCCOC1=C(C#C[Hg]C#CC2=C(OCCCCC)C=C3C(=C2)C2=CC(OCCCCC)=C(OCCCCC)C=C2C2=CC(OCCCCC)=C(OCCCCC)C=C32)C=C2C(=C1)C1=CC(OCCCCC)=C(OCCCCC)C=C1C1=CC(OCCCCC)=C(OCCCCC)C=C21,112388.0,,C90H122Hg1O10,1564.516,,C5H11-O-5xTriPh1x-C:::C-Hg-C:::C-1xTriPh5x-O-C5H11,Cr 150 D 210 dec
77584,77585,CCCCCCCCCCOC1=C(OCCCCCCCCCC)C=C(COC2=CC=C(C3=NN=C(C4=CC(C5=NN=C(C6=CC=C(OCC7=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C7)C=C6)O5)=CC(C5=NN=C(C6=CC=C(OCC7=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C7)C=C6)O5)=C4)O3)C=C2)C=C1,112495.0,,C111H156N6O12,1766.459,,C10H21-O-1/2Ph4-CH2-O-Ph-R259-R659,Cr' 86.7 Cr 115 Dh 140.1 is
77612,77613,C1=CC=C(CO[C@H]2[C@H](OCC3=CC=CC=C3)[C@@H](OCC3=CC=CC=C3)[C@H](SCCCCCCCCCCS[C@@H]3[C@@H](OCC4=CC=CC=C4)[C@H](OCC4=CC=CC=C4)[C@@H](OCC4=CC=CC=C4)[C@H](OCC4=CC=CC=C4)[C@H]3OCC3=CC=CC=C3)[C@@H](OCC3=CC=CC=C3)[C@@H]2OCC2=CC=CC=C2)C=C1,50653.0,,C92H102O10S2,1431.918,,Ph-CH2-O-5xscyllo1x-S-C10H20-S-1xscyllo5x-O-CH2-Ph,Cr 149 D 121 is
77653,77654,*C(=O)OCCCCCCCCOC(=O)C1=C(*)C=C2C3=CC(OCCCCC)=C(OCCCCC)C=C3C3=CC(OCCCCC)=C(OCCCCC)C=C3C2=C1,64101.0,,C48H66O8,771.033,,(poly)-COO-C8H16-OOC-TriPh(1/2crosspoly)-O-C5H11,Cr ? D ? is
77654,77655,*C(=O)OCCCCCCCCCCOC(=O)C1=C(*)C=C2C3=CC(OCCCCC)=C(OCCCCC)C=C3C3=CC(OCCCCC)=C(OCCCCC)C=C3C2=C1,64102.0,,C50H70O8,799.086,,(poly)-COO-C10H20-OOC-TriPh(1/2crosspoly)-O-C5H11,Cr ? D ? is
77655,77656,*C(=O)OCCCCCCCCCCCCOC(=O)C1=C(*)C=C2C3=CC(OCCCCC)=C(OCCCCC)C=C3C3=CC(OCCCCC)=C(OCCCCC)C=C3C2=C1,64103.0,,C52H74O8,827.139,,(poly)-COO-C12H24-OOC-TriPh(1/2crosspoly)-O-C5H11,Cr 93 D 163 is
